26155
10736170	10736282	2	0	0
10939387	10939422	2	1	1
10940596	10940706	2	1	1
10941690	10941779	2	1	1
10944966	10945052	2	1	1
10947303	10947417	2	1	1
10949211	10949268	2	1	1
10950048	10950173	2	1	1
10959066	10959135	2	1	1
10961282	10961337	2	1	1
11065973	11066014	2	2	2
11066500	11066514	1	3	3
11067334	11067345	2	2	2
11067984	11068088	1	3	3
11124336	11124378	1	4	4
11124507	11125704	1	4	4
11249808	11249958	2	5	5
12602465	12602526	1	6	6
12604669	12604738	1	6	6
12615408	12615533	1	6	6
12616313	12616370	1	6	6
12618170	12618288	1	6	6
12620837	12620937	1	6	6
12624241	12624330	1	6	6
12625316	12625427	1	6	6
12626606	12626641	1	6	6
15273854	15273960	1	7	7
15282556	15288669	2	8	8
15290717	15290835	1	9	9
15290994	15291023	1	9	9
15295331	15295409	1	9	9
15295729	15295831	1	9	9
15297156	15297195	1	9	9
15298377	15304555	2	10	10
15326036	15327755	2	11	11
15342359	15342425	2	11	11
15342944	15343064	2	11	11
15349466	15350042	1	12	12
15489989	15490130	1	13	13
15490871	15490946	1	13	13
15492485	15492563	1	13	13
15528157	15529138	1	14	14
15541435	15541606	1	15	15
15550903	15552886	2	16	16
15553210	15553585	2	16	16
15553690	15553837	2	16	16
15557576	15558590	2	17	17
15558445	15558625	1	15	15
15560155	15560263	2	17	17
15560524	15560693	2	17	17
15562016	15564275	2	18	18
15572088	15573264	2	19	19
15575611	15575785	1	15	15
15577966	15578005	1	15	15
15588360	15588477	1	20	20
15600907	15602513	2	21	21
15604051	15604132	2	21	21
15604841	15604881	2	21	21
15611758	15613095	2	22	22
15615401	15615577	2	23	23
15622600	15622711	2	24	24
15623986	15624070	2	24	24
15624538	15624673	2	24	24
15624955	15625093	2	24	24
15625471	15625900	2	24	24
15627331	15627409	2	24	24
15627649	15627715	2	24	24
15628381	15628585	2	24	24
15629737	15629890	2	24	24
15631429	15631537	2	24	24
15631918	15632050	2	24	24
15635179	15635310	2	25	25
15636010	15636066	2	25	25
15636545	15636713	2	25	25
15636799	15636864	2	25	25
15637380	15637458	2	25	25
15638851	15639042	2	25	25
15644203	15644329	2	25	25
15690025	15690708	1	26	26
15690077	15690313	1	26	27
15690245	15690708	1	26	28
15690425	15690708	1	26	27
15695370	15695484	1	26	26
15695370	15695484	1	26	27
15695370	15695484	1	26	28
15695644	15695817	1	26	26
15695644	15695817	1	26	27
15695644	15695817	1	26	28
15697373	15697628	1	26	28
15698661	15698767	1	26	26
15698661	15698767	1	26	27
15698661	15698767	1	26	28
15699360	15701481	2	27	29
15700077	15700214	1	26	26
15700077	15700214	1	26	27
15700077	15700214	1	26	28
15701458	15701564	1	28	30
15702685	15702755	1	26	26
15702685	15702755	1	26	27
15702685	15702755	1	26	28
15702959	15703402	2	27	29
15708019	15708089	1	26	26
15708019	15708089	1	26	27
15708019	15708089	1	26	28
15709781	15709825	1	26	26
15709781	15709825	1	26	27
15709781	15709825	1	26	28
15710867	15711033	1	26	26
15710867	15711033	1	26	27
15710867	15711033	1	26	28
15719659	15719777	1	26	26
15719659	15719777	1	26	27
15719659	15719777	1	26	28
15721285	15721521	1	26	26
15721285	15721521	1	26	28
15721285	15721630	1	26	27
15721485	15722607	1	29	31
15746629	15746898	1	30	32
15749155	15749797	2	31	34
15750371	15750824	2	31	34
15754387	15754452	1	30	32
15765686	15765779	1	30	33
15774711	15774847	1	30	33
15778009	15778296	1	30	32
15778009	15778296	1	30	33
15784958	15785056	1	32	35
15784962	15785056	1	32	36
15784967	15785056	1	32	37
15784991	15785056	1	32	38
15787171	15787281	1	32	35
15787171	15787281	1	32	36
15787171	15787281	1	32	37
15788551	15788698	1	32	36
15788551	15788698	1	32	37
15788584	15788698	1	32	35
15788819	15788930	1	32	35
15788819	15788930	1	32	36
15788819	15788930	1	32	37
15790660	15790797	1	32	35
15790660	15790797	1	32	36
15790684	15790797	1	32	37
15790708	15790797	1	32	39
15791009	15791151	1	32	35
15791016	15791151	1	32	36
15791016	15791151	1	32	37
15791016	15791151	1	32	38
15791016	15791151	1	32	39
15791627	15791813	1	32	39
15796958	15798345	1	33	41
15805262	15806010	2	34	42
15805811	15806010	2	34	43
15805846	15806010	2	34	44
15806355	15806502	2	34	44
15813393	15813480	2	34	42
15813393	15813480	2	34	43
15815475	15815565	1	32	35
15815475	15815565	1	32	36
15815475	15815565	1	32	37
15815475	15815565	1	32	38
15815574	15815896	2	34	42
15818492	15819133	1	32	40
15818573	15819164	1	32	37
15820620	15820883	2	34	43
15823196	15823889	1	35	45
15826141	15827433	1	32	35
15826141	15827707	1	32	36
15826141	15829983	1	32	38
15826565	15827186	1	36	46
15852989	15853220	1	37	47
15854194	15855242	2	38	48
15859049	15859170	1	37	47
15876488	15876686	1	37	47
15877314	15877447	1	37	47
15893136	15893941	1	37	47
15901790	15901910	1	39	49
15914720	15915145	2	40	50
15915640	15915799	2	40	50
16141766	16141871	1	41	51
16387693	16387838	1	42	52
16390135	16390219	1	42	52
16390369	16390494	1	42	52
16390640	16390886	1	42	52
16405329	16405416	1	43	53
16423942	16424107	1	44	54
16424524	16425211	1	44	54
16425244	16425487	1	44	54
16425517	16426030	1	44	54
16428946	16429160	2	45	55
16433325	16433460	2	45	55
16434363	16434453	2	45	55
16438286	16438436	2	45	55
16439312	16439390	2	45	55
16459929	16460103	2	45	55
16472851	16472977	2	45	55
16474087	16474228	2	45	55
16476698	16476869	2	45	55
16486984	16488321	1	46	56
16503303	16503375	1	47	57
16508154	16508238	1	47	57
16509387	16509474	1	47	57
16521058	16521288	1	48	58
16525946	16526112	1	48	58
16526974	16527236	1	48	58
16572026	16572149	1	49	59
16572707	16572752	1	49	59
16573043	16573211	1	49	59
16573421	16573526	1	49	59
16574465	16574636	1	49	59
16575362	16578072	2	50	60
16580810	16581286	2	50	60
16581076	16581286	2	50	61
16582506	16582601	2	50	61
16582506	16582706	2	50	60
16590750	16592809	2	51	62
16595088	16595484	2	52	63
16601886	16602214	1	53	64
16601910	16602214	1	53	65
16601910	16602214	1	54	72
16601947	16602214	1	54	73
16602043	16602214	1	53	66
16602049	16602214	1	54	74
16611657	16611892	1	53	65
16611657	16611892	1	54	72
16611657	16611892	1	54	73
16611657	16611892	1	54	74
16612581	16615103	1	54	75
16613984	16614332	1	54	74
16614076	16614177	1	53	65
16614076	16614177	1	54	73
16614076	16615110	1	54	72
16614698	16615110	1	54	73
16616169	16616345	1	55	76
16616745	16617113	1	55	76
16619614	16619719	1	53	67
16620051	16620159	1	53	67
16622840	16622896	1	53	65
16622840	16622896	1	53	66
16622840	16622896	1	53	67
16637019	16637089	1	53	68
16637039	16637089	1	53	65
16637039	16637089	1	53	66
16637039	16637089	1	53	67
16637039	16637089	1	53	69
16638578	16638739	1	53	64
16638578	16638739	1	53	65
16638578	16638739	1	53	66
16638578	16638739	1	53	67
16638578	16638739	1	53	69
16638578	16638739	1	53	70
16638578	16638979	1	53	68
16639297	16640736	1	53	70
16645694	16645812	2	56	77
16646447	16646580	2	56	77
16647167	16647256	1	53	65
16647604	16647784	1	53	67
16647662	16647784	1	53	65
16648526	16648647	1	53	67
16648526	16648829	1	53	65
16648526	16653808	1	53	66
16649929	16649960	1	53	71
16652321	16652482	1	53	71
16652932	16653804	1	53	71
16653509	16653691	1	53	67
16653891	16654075	2	57	78
16654065	16654075	2	58	79
16659496	16659627	2	57	78
16659496	16659627	2	58	79
16659857	16659968	2	58	79
16661475	16661554	2	58	79
16669461	16669619	2	58	79
16669463	16669619	2	58	80
16670216	16670260	2	58	79
16670216	16670260	2	58	80
16671089	16671177	2	59	81
16671517	16671587	2	58	79
16671517	16671587	2	58	80
16671517	16671587	2	59	81
16673599	16673751	2	58	79
16673599	16673751	2	59	81
16675122	16675451	2	58	80
16675122	16675539	2	58	79
16675122	16676045	2	59	81
16676015	16676045	2	60	82
16677192	16677375	2	59	81
16677192	16677375	2	60	82
16679291	16679492	2	59	81
16679291	16679492	2	60	82
16690102	16690279	2	60	82
16690102	16690279	2	61	83
16690572	16690615	2	60	82
16690572	16690615	2	61	83
16691974	16692138	2	60	82
16691974	16692138	2	61	83
16694577	16694647	2	60	82
16694577	16694720	2	61	83
16695003	16695143	2	61	83
16695241	16695357	2	61	83
16696777	16698155	2	61	83
16697495	16698741	1	53	64
16700313	16700448	2	61	83
16701153	16701311	2	61	83
16702042	16702202	2	61	83
16703992	16704105	2	61	83
16704308	16704476	2	61	83
16746868	16747738	2	62	84
16748275	16748644	2	62	84
16783411	16784408	2	63	85
16799770	16800023	2	63	85
16807738	16808082	2	63	85
16821606	16821698	2	63	85
16827473	16828059	1	64	86
16827550	16828059	1	64	87
16828541	16829208	1	64	87
16828541	16829334	1	64	86
16837521	16837665	1	65	88
16844398	16844524	1	66	89
16844864	16845075	1	66	89
16845918	16846080	1	66	89
16846304	16846356	1	66	89
16855803	16856161	1	67	90
16857618	16860717	2	68	91
16869477	16869625	1	69	92
