26155
5717	5830	461
6049	6184	575
30508	30598	711
33606	34197	802
0	65	0
6025	6160	66
30484	30574	202
41150	44992	293
0	89	0
308	443	90
919	1105	226
0	1387	0
0	748	0
8131	8218	749
10312	10634	837
0	199	0
7582	7669	200
14809	15072	288
0	164	0
509	656	165
0	641	0
0	693	0
0	621	0
0	231	0
6060	6181	232
23499	23697	354
24325	24458	553
40147	40952	687
0	1048	0
0	120	0
0	425	0
920	1079	426
0	105	0
0	145	0
2442	2526	146
2676	2801	231
2947	3193	357
0	87	0
0	165	0
582	1269	166
1302	1545	854
1575	2088	1098
0	214	0
4379	4514	215
5417	5507	351
9340	9490	442
10366	10444	593
30983	31157	672
43905	44031	847
45141	45282	974
47752	47923	1116
0	1337	0
0	72	0
4851	4935	73
6084	6171	158
0	230	0
4888	5054	231
5916	6178	398
0	123	0
681	726	124
1017	1185	170
1395	1500	339
2439	2610	445
0	2710	0
5448	5924	2711
7144	7344	3188
0	210	0
1430	1525	211
0	2059	0
0	396	0
0	328	0
36692	36853	329
95609	96855	491
0	304	0
9747	9982	305
12166	13200	541
0	304	0
9747	9982	305
12166	12267	541
20930	20986	643
35129	35179	700
36668	36829	751
45257	45346	913
45752	45874	1003
46616	46919	1126
0	267	0
9710	9945	268
12129	12230	504
12751	13163	606
0	171	0
20797	20853	172
34996	35046	229
36535	36696	280
46483	51765	442
0	165	0
9608	9843	166
11935	12283	402
0	2522	0
0	176	0
576	944	177
0	105	0
437	545	106
3226	3282	215
17425	17475	272
18964	19125	323
27990	28170	485
28912	29033	666
33895	34077	788
0	70	0
1559	1960	71
0	50	0
1539	1700	51
0	161	0
719	2158	162
0	118	0
753	886	119
0	31	0
2392	2553	32
3003	3875	194
0	184	0
5605	5736	185
0	10	0
5431	5562	11
5792	5903	143
7410	7489	255
15396	15554	335
16151	16195	494
17452	17522	539
19534	19686	610
21057	21474	763
0	156	0
753	797	157
2054	2124	202
5659	5988	273
0	88	0
428	498	89
2510	2662	160
4033	4956	313
6103	6286	1237
8202	8403	1421
0	30	0
1177	1360	31
3276	3477	215
14087	14264	417
14557	14600	595
15959	16123	639
18562	18632	804
0	177	0
470	513	178
1872	2036	222
4475	4618	387
4901	5041	531
5139	5255	672
6675	8053	789
10211	10346	2168
11051	11209	2304
11940	12100	2463
13890	14003	2624
14206	14374	2738
0	870	0
1407	1776	871
0	997	0
16359	16612	998
24327	24671	1252
38195	38287	1597
0	586	0
1068	1861	587
0	509	0
991	1658	510
0	144	0
0	126	0
466	677	127
1520	1682	339
1906	1958	502
0	358	0
0	3099	0
0	148	0
1298	1648	149
0	203	0
0	350	0
0	101	0
0	297	0
422	477	298
0	315	0
696	746	316
0	310	0
682	730	311
0	245	0
426	492	246
0	304	0
428	482	305
0	84331	0
0	940	0
1789	1893	941
2830	2926	1046
3242	3332	1143
4164	4428	1234
6362	6447	1499
8007	8257	1585
26024	26231	1836
29937	30240	2044
46005	46286	2348
0	416	0
1265	1369	417
2306	2402	522
2718	2808	619
3640	5021	710
5838	5923	2092
25500	25656	2178
29413	29716	2335
45481	45539	2639
0	83	0
2198	2283	84
0	144	0
997	1082	145
24572	24875	231
40640	40698	535
0	528	0
0	644	0
951	1172	645
0	774	0
8303	8430	775
10754	10856	903
20503	22222	1006
0	132	0
7661	7788	133
10112	10214	261
19165	19346	364
0	105	0
7634	7761	106
10085	10187	234
23356	23586	337
0	58	0
7587	7714	59
10038	10144	187
20729	22717	294
0	127	0
1473	1571	128
2451	2553	227
0	2854	0
0	755	0
0	275	0
12843	12989	276
13821	13933	423
15401	15515	536
0	270	0
12103	12127	271
12838	12984	296
13816	13928	443
15396	15522	556
17037	17084	683
17180	17343	731
18535	18618	895
19767	19851	979
20632	20643	1064
20894	20995	1076
22768	22809	1178
23348	30734	1220
0	270	0
12103	12127	271
12838	12984	296
13816	13928	443
15396	15522	556
17037	17084	683
17180	17343	731
18535	18618	895
19767	19851	979
20632	20643	1064
22768	22809	1076
23348	30735	1118
0	172	0
12005	12452	173
0	327	0
0	3844	0
4953	5068	3845
0	4953	0
0	453	0
983	1152	454
3069	3185	624
8776	8857	741
0	444	0
3060	3176	445
8767	8889	562
10020	10509	685
0	846	0
1039	1227	847
3548	3722	1036
5587	5620	1211
7513	7606	1245
10937	11049	1339
12031	12234	1452
27698	27776	1656
0	837	0
1030	1218	838
3539	3713	1027
5578	5611	1202
7504	7597	1236
10928	11040	1330
12022	12225	1443
21606	21757	1647
0	835	0
1028	1216	836
3537	6125	1025
0	778	0
3480	3654	779
5519	5552	954
21547	21676	988
0	775	0
968	1156	776
3477	3651	965
3811	4261	1140
0	112	0
10009	10538	113
0	111	0
1093	1296	112
10008	10719	316
0	167	0
5885	6055	168
0	438	0
5870	6046	439
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
40566	40795	3907
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
30566	30933	3907
40566	40795	4275
0	2786	0
3030	3232	2787
3814	3971	2990
9549	9657	3148
11152	11242	3257
12893	13020	3348
24773	24983	3476
28281	28500	3687
30566	30808	3907
42937	43064	4150
0	2272	0
2516	2718	2273
3300	3457	2476
9035	9143	2634
10638	10728	2743
12379	12506	2834
24259	24469	2962
27767	27986	3173
30052	30381	3393
42423	42685	3723
0	2270	0
2514	2716	2271
3298	3455	2474
9033	9141	2632
10636	10726	2741
12377	12504	2832
20243	20477	2960
0	2270	0
2514	2716	2271
3298	3455	2474
9033	9141	2632
10636	10726	2741
12377	12504	2832
24257	24467	2960
27765	27984	3171
30050	30583	3391
0	120	0
5698	6086	121
0	248	0
1899	2026	249
8815	9007	377
0	372	0
0	133	0
2199	2533	134
12199	12278	469
0	84	0
2150	2517	85
14521	14648	453
0	240	0
548	639	241
0	1447	0
3931	4186	1448
9664	9874	1704
0	198	0
0	296	0
0	74	0
117639	117733	75
137454	137637	170
139461	139600	354
140682	140786	494
143133	143182	599
144898	145067	649
151864	151947	819
164169	164322	903
177154	177283	1057
178571	178608	1187
178691	178782	1225
179044	179170	1317
180463	180851	1444
181890	182018	1833
182208	183054	1962
188202	189615	2809
192082	192193	4223
192886	193383	4335
0	543	0
108222	108316	544
128037	128220	639
130044	130183	823
131265	131369	963
133716	133765	1068
135481	135650	1118
142447	142530	1288
154752	154961	1372
165378	165381	1582
167737	167866	1586
169154	169191	1716
169274	169365	1754
169627	169753	1846
171046	171434	1973
172473	172601	2362
172791	173637	2491
178782	180198	3338
182665	182776	4755
183469	184779	4867
0	21	0
107700	107794	22
127515	127698	117
129522	129661	301
130743	130847	441
133194	133243	546
134959	135128	596
141925	142008	766
154230	154383	850
167215	167344	1004
168632	168669	1134
168752	168843	1172
169105	169231	1264
170524	170912	1391
171951	172079	1780
172269	173115	1909
178260	179676	2756
182143	182254	4173
182947	183444	4285
0	1131	0
0	387	0
0	267	0
49315	49409	268
69130	69313	363
71137	71185	547
0	66	0
495	589	67
20310	20493	162
22317	22456	346
23538	23642	486
25989	26038	591
27754	27923	641
34720	34803	811
47025	47178	895
60010	60139	1049
61427	61464	1179
61547	61638	1217
61900	62026	1309
63319	63707	1436
64746	64874	1825
65064	65910	1954
71055	72471	2801
74938	75049	4218
75742	81056	4330
0	353	0
0	565	0
1244	1410	566
3032	3143	733
3836	5134	845
0	274	0
6485	6547	275
16306	16525	338
17598	17720	558
17919	17974	681
19124	19214	737
19977	20095	828
23697	23862	947
24486	24640	1113
26151	26226	1268
26656	27555	1344
0	263	0
16295	16514	264
17587	17709	484
17908	17963	607
19113	19203	663
19966	20084	754
23686	23851	873
24475	24629	1039
26140	26215	1194
26645	27431	1270
0	249	0
6460	6792	250
0	124	0
6335	6397	125
16156	17570	188
17769	18619	1603
0	285	0
10044	10263	286
11336	11458	506
11657	11712	629
12862	12952	685
13715	13783	776
0	89	0
217	686	90
0	174	0
1177	1391	175
2094	2215	390
7710	9035	512
0	17	0
1020	1234	18
4951	5072	233
7553	7704	355
0	600	0
2393	2480	601
6058	6152	689
7891	7959	784
8956	9045	853
20676	20742	943
21075	21184	1010
27325	27390	1120
36467	36682	1186
0	567	0
2360	2447	568
6025	6119	656
7858	7926	751
20643	20709	820
21042	21151	887
27292	27357	997
36434	36578	1063
0	327	0
2120	2207	328
5785	5879	416
7618	7686	511
8683	8772	580
20403	20469	670
20802	20911	737
36194	36340	847
0	67	0
1860	2623	68
0	77	0
3655	3749	78
5488	5556	173
6553	6642	242
18273	18339	332
18672	18781	399
24495	24588	509
24922	24987	603
34064	34194	669
0	287	0
2026	2094	288
3091	3180	357
14811	14877	447
15210	15319	514
21460	21527	624
0	501	0
12132	12198	502
12531	12640	569
18781	18848	679
0	264	0
597	706	265
6847	6912	375
15989	16134	441
0	344	0
6485	6550	345
15627	15773	411
0	51	0
9247	9845	52
26807	26977	651
54359	54466	822
67286	67354	930
0	89	0
9186	9784	90
26746	26916	689
54298	54405	860
60070	60226	968
67225	67294	1125
73327	73512	1195
0	302	0
17078	17248	303
44630	44737	474
57557	57626	582
63659	63802	652
88093	92271	796
0	302	0
44630	44737	303
50402	50558	411
57557	57626	568
88093	92271	638
0	302	0
17078	17248	303
44630	44737	474
50402	50558	582
63659	63802	739
88093	92271	883
0	302	0
17078	17248	303
44630	44737	474
88093	92271	582
0	302	0
17078	17248	303
44630	44737	474
63659	63802	582
88093	92271	726
0	302	0
44630	44737	303
50402	50558	411
57557	57626	568
63659	63802	638
88093	92271	782
0	302	0
17078	17248	303
63659	63802	474
88093	92271	618
0	296	0
17072	17242	297
44624	44731	468
50396	50552	576
57551	57620	733
63653	63796	803
88087	90131	947
0	145	0
16921	17091	146
44473	44580	317
57400	57469	425
63502	63645	495
87936	89958	639
0	129	0
44457	44564	130
50229	50385	238
53599	53638	395
0	114	0
16890	17060	115
44442	44549	286
50214	50370	394
57369	57438	551
63471	64961	621
0	75	0
16851	17021	76
44403	44510	247
50175	50331	355
87866	91811	512
0	68	0
13169	13312	69
37603	40066	213
0	472	0
6505	6625	473
0	115	0
19967	20960	116
0	1453	0
3879	4091	1454
5211	5350	1667
9665	9875	1807
15967	16036	2018
39472	39878	2088
0	1449	0
3875	4087	1450
5207	5346	1663
39468	39900	1803
0	1449	0
3875	4087	1450
5207	5346	1663
9661	9871	1803
15963	16032	2014
40239	40353	2084
0	1449	0
3875	4087	1450
5207	5346	1663
15963	16032	1803
40239	40353	1873
0	1449	0
3875	4087	1450
5207	5346	1663
9661	9871	1803
40239	40353	2014
0	1420	0
3846	4058	1421
5178	5317	1634
9632	9842	1774
15934	16003	1985
40210	40321	2055
0	1416	0
3842	4054	1417
5174	5313	1630
40206	40314	1770
0	369	0
2795	3007	370
4127	5972	583
0	92	0
2518	2730	93
3850	3989	306
4583	4677	446
8304	8514	541
14606	14675	752
38882	38913	822
0	39	0
2465	2677	40
3797	4624	253
8251	8461	1081
14553	14622	1292
38829	38860	1362
0	39	0
2465	2677	40
3797	3936	253
8251	8461	393
14553	14622	604
39088	39113	674
0	39	0
2465	2677	40
3797	3936	253
39088	39113	393
0	171	0
1291	1430	172
5745	5955	312
36323	36437	523
0	40	0
4355	4565	41
35245	35322	252
0	145	0
3772	3982	146
10074	10143	357
34350	34464	427
0	79	0
0	2159	0
0	3267	0
3349	3422	3268
3553	3652	3342
21195	21288	3442
23054	23164	3536
29041	29135	3647
29662	31480	3742
33778	33860	5561
34381	34521	5644
35298	35411	5785
39995	40132	5899
44205	44458	6037
54173	54368	6291
77250	77337	6487
78275	78363	6575
84188	84374	6664
98229	98402	6851
99521	99583	7025
99674	99786	7088
101385	101581	7201
103836	103983	7398
106159	106255	7546
107635	107761	7643
108597	108712	7770
109075	109332	7886
111799	111899	8144
113193	113348	8245
114229	114330	8401
114982	115098	8503
116983	117190	8620
118900	119237	8828
236632	236910	9166
0	3264	0
3346	3419	3265
3550	3649	3339
21192	21285	3439
23051	23845	3533
0	376	0
458	531	377
662	1127	451
0	79	0
161	234	80
365	464	154
18007	18100	254
19866	19976	348
21670	24832	459
0	125	0
256	355	126
12865	12915	226
17898	17991	277
19757	19867	371
21561	21611	482
25744	25838	533
26365	26543	628
0	37	0
2465	2530	38
17580	17673	104
19439	19549	198
25426	25520	309
26047	26161	404
0	307	0
5290	5383	308
7149	7182	402
0	107	0
2405	2487	108
3008	3148	191
3925	4038	332
12832	12978	446
0	93	0
2391	2473	94
2994	3134	177
3911	4024	318
7418	7480	432
12818	12891	495
0	221	0
7494	7689	222
30571	30658	418
31596	31684	506
37509	37695	595
51550	51723	782
52842	52904	956
52995	53107	1019
54706	54902	1132
57157	57304	1329
59480	59576	1477
60956	61082	1574
61918	62033	1701
62396	62653	1817
65120	65220	2075
66514	66669	2176
67550	67651	2332
68303	68419	2434
70304	70511	2551
72221	72507	2759
0	2425	0
25307	25394	2426
26332	26420	2514
32245	32431	2603
46286	46459	2790
47578	47640	2964
47731	47843	3027
49442	49638	3140
51893	52040	3337
54216	54312	3485
55692	55818	3582
56654	56769	3709
57132	57389	3825
61250	61405	4083
62286	62387	4239
63039	63155	4341
65040	65247	4458
66957	67294	4666
161801	161909	5004
0	2531	0
0	2066	0
24948	25035	2067
25973	26061	2155
31886	32072	2244
44324	44407	2431
45927	46100	2515
47219	47281	2689
47372	47484	2752
49083	49279	2865
51534	51681	3062
53857	53953	3210
55333	55459	3307
56295	56410	3434
56773	57030	3550
59497	59597	3808
60891	61046	3909
61927	62028	4065
62680	62796	4167
64681	64888	4284
66598	66861	4492
0	342	0
23224	23311	343
24249	24337	431
30162	30348	520
44203	44376	707
45495	45557	881
45648	45760	944
47359	47555	1057
49810	49957	1254
52133	52229	1402
53609	53735	1499
54571	54686	1626
55049	55306	1742
57773	57873	2000
59167	59322	2101
60203	60304	2257
60956	61072	2359
62957	63164	2476
64874	65152	2684
0	4823	0
5761	5849	4824
11674	11860	4913
24112	24195	5100
25715	25888	5184
27007	27069	5358
27160	27272	5421
28871	29067	5534
31322	31469	5731
33645	33741	5879
35121	35125	5976
0	371	0
1309	1397	372
7222	7408	461
8132	8239	648
10832	10939	756
14731	14787	864
16590	16688	921
21263	21436	1020
22555	22617	1194
22708	22820	1257
24419	24615	1370
26870	27017	1567
29193	29289	1715
30669	30795	1812
31631	31746	1939
32109	32366	2055
34833	34933	2313
36227	36382	2414
37263	37364	2570
38016	38132	2672
40017	40224	2789
41934	42259	2997
0	88	0
5913	6099	89
10484	10779	276
0	93	0
4478	4942	94
0	89	0
3277	3392	90
4474	4805	206
0	111	0
1821	2158	112
96361	96452	450
0	93	0
0	82	0
137	414	83
0	2345	0
2892	3038	2346
0	197	0
522	587	198
900	986	264
0	169	0
6375	8583	170
0	535	0
1002	1270	536
0	1698	0
0	127	0
376	686	128
1954	2094	439
5517	5812	580
10052	13099	876
0	124	0
373	683	125
1951	2091	436
5514	5809	577
7189	7335	873
10049	27473	1020
0	598	0
1866	2006	599
5429	5724	740
7104	7250	1036
9964	10452	1183
0	591	0
1859	1999	592
43464	43686	733
46141	46289	956
48339	49019	1105
52828	53123	1786
0	720	0
0	229	0
1497	1637	230
5060	5355	371
9595	9742	667
0	209	0
0	276	0
0	337	0
1000	1192	338
0	245	0
11148	11370	246
13825	13937	469
0	152	0
10792	11014	153
13469	13617	376
15667	16347	525
20156	20467	1206
0	20395	0
0	75	0
10686	10908	76
13363	13511	299
15561	16241	448
20050	20938	1129
0	594	0
3049	3197	595
5247	5927	744
9736	10010	1425
0	327	0
4136	4299	328
18949	19847	492
0	323	0
7659	7921	324
10273	10369	587
11891	12036	684
17356	17435	830
17991	18137	910
19945	20040	1057
20854	21021	1153
23251	23382	1321
23894	23943	1453
26873	27498	1503
0	427	0
5072	6028	428
10585	10618	1385
11084	11145	1419
13145	13210	1481
18119	18205	1547
21152	21176	1634
21645	21703	1659
27737	27877	1718
0	171	0
695	831	172
4347	4534	309
4767	4893	497
4996	5108	624
5190	5303	737
5608	5754	851
0	434	0
5078	5232	435
5695	5735	590
5962	6034	631
6568	8890	704
11100	11133	3027
11599	11660	3061
13661	13726	3123
18633	18719	3189
21664	21688	3276
22157	22215	3301
24563	24774	3360
0	427	0
5071	6027	428
11093	11126	1385
11592	11653	1419
13654	13719	1481
18626	18712	1547
21657	21681	1634
22150	22208	1659
24556	24696	1718
0	128	0
2338	2371	129
2837	2898	163
4899	4964	225
9871	9957	291
12902	12926	378
13395	13453	403
15801	15895	462
0	47	0
2257	2290	48
2756	2817	82
4818	4883	144
9790	9876	210
12821	12845	297
13314	13372	322
19243	19301	381
20153	20439	440
0	115	0
1325	1583	116
0	3799	0
0	258	0
1468	1583	259
0	78	0
2079	2140	79
2606	2779	141
0	65	0
2066	2127	66
2593	2626	128
7421	8377	162
13017	13444	1119
0	714	0
3274	3378	715
0	63	0
529	942	64
0	55	0
10092	10393	56
0	303	0
608	721	304
803	915	418
1018	1145	531
1378	1587	659
1719	1817	869
0	315	0
0	469	0
0	474	0
757	880	475
1015	1065	599
1217	1291	650
1639	1695	725
1804	1922	782
2134	2206	901
2354	2394	974
2453	2657	1015
0	474	0
757	1291	475
1639	1695	1010
1804	2206	1067
2354	2769	1470
0	146	0
494	550	147
659	777	204
989	1061	323
1209	1275	396
0	51	0
399	455	52
564	647	109
750	814	193
894	966	258
1114	1136	331
0	27	0
375	431	28
540	658	85
870	1138	204
0	88	0
197	315	89
527	787	208
846	1164	469
0	46	0
126	198	47
346	386	120
445	649	161
0	407	0
1599	1682	408
2213	4145	492
0	396	0
1588	1671	397
2202	2291	481
2993	4208	571
0	396	0
1588	1671	397
2202	2291	481
2993	3755	571
4776	4901	1334
4983	5087	1460
5571	5680	1565
6745	6815	1675
6916	6988	1746
10010	10080	1819
10995	11124	1890
13589	13764	2020
14354	14461	2196
14661	14696	2304
0	382	0
1574	1657	383
2188	2277	467
2979	3741	557
4762	4887	1320
4969	5073	1446
5557	5666	1551
6731	6801	1661
6902	6974	1732
9996	10066	1805
10981	11110	1876
13575	13702	2006
14340	14447	2134
14647	14798	2242
14999	15157	2394
0	48	0
1240	1323	49
1854	1943	133
2645	2803	223
3290	3407	382
4428	4553	500
4635	4739	626
5223	5332	731
6397	6467	841
6568	6640	912
9662	9732	985
10647	10776	1056
13241	13368	1186
14006	14113	1314
14313	14464	1422
14665	14793	1574
0	535	0
617	721	536
1205	1314	641
2379	2449	751
2550	2622	822
5644	5714	895
6629	6758	966
9223	9350	1096
9988	10095	1224
10295	10446	1332
10647	10804	1484
14450	14550	1642
36552	36677	1743
0	502	0
584	688	503
1172	1281	608
2346	2416	718
2517	2589	789
5611	5681	862
6596	6725	933
9190	9317	1063
9955	10062	1191
10262	10413	1299
10614	10771	1451
14417	14517	1609
39717	39912	1710
0	458	0
659	759	459
0	142	0
0	300	0
0	6104	0
0	319	0
0	172	0
637	800	173
1289	1433	337
1675	1950	482
0	360	0
467	535	361
879	943	430
1047	1217	495
1793	1960	666
0	3594	0
0	3526	0
0	140	0
2118	2176	141
2645	2669	200
5616	5702	225
10596	10661	312
12660	12721	378
13187	13220	440
17955	18911	474
23553	23980	1431
0	1558	0
0	303	0
608	721	304
803	915	418
1018	1144	531
1377	1586	658
5065	5201	868
5725	5874	1005
7924	8081	1155
8474	8666	1313
17394	17561	1506
18108	18184	1674
18303	18389	1751
18597	18668	1838
20748	21126	1910
31764	31814	2289
0	143	0
448	561	144
643	755	258
858	933	371
1217	1407	447
4905	5041	638
5565	5714	775
7764	7921	925
8314	8506	1083
13706	13792	1276
13920	14055	1363
17234	17398	1499
0	390	0
0	260	0
48762	48868	261
0	193	0
30330	30403	194
0	744	0
0	1515	0
4826	5032	1516
6839	6944	1723
8979	9107	1829
9764	9873	1958
0	1388	0
0	1725	0
2101	2476	1726
3532	3637	2102
5672	5800	2208
6457	7371	2337
8264	10931	3252
0	66	0
774	879	67
1872	2057	173
0	162	0
639	744	163
1690	1824	269
2880	3019	404
0	122	0
2336	2369	123
2835	2896	157
4896	4961	219
9870	9956	285
12903	12927	372
13396	13454	397
20786	20864	456
0	1180	0
0	86	0
537	697	87
4144	4244	248
4860	5000	349
5512	6060	490
0	261	0
342	502	262
3949	4049	423
4665	4805	524
5317	5865	665
0	142	0
240	400	143
3847	3947	304
4563	4703	405
5215	7913	546
0	133	0
214	374	134
3629	3747	295
3821	3921	414
4537	4677	515
5189	5731	656
0	131	0
212	1916	132
0	129	0
210	731	130
3824	3917	652
4533	4673	746
5185	5732	887
0	305	0
3391	3608	306
0	30	0
1509	1609	31
2225	2365	132
2877	3415	273
0	585	0
661	749	586
4113	4211	675
5539	5714	774
6674	6820	950
6929	7021	1097
8565	8646	1190
9548	9627	1272
10040	10156	1352
10338	10402	1469
12274	12423	1534
12911	12945	1684
18213	18421	1719
23238	23550	1928
23613	23776	2241
0	581	0
657	745	582
4109	4207	671
5535	5710	770
6670	6816	946
6925	7017	1093
8561	9623	1186
10036	10152	2249
10334	10398	2366
12270	12419	2431
12907	12941	2581
18209	18417	2616
23234	23514	2825
0	581	0
657	745	582
4109	4207	671
5535	5710	770
6670	6816	946
6925	7017	1093
8561	8642	1186
9544	9623	1268
10036	10152	1348
10334	10398	1465
12270	12419	1530
12907	12941	1680
18209	18400	1715
23389	23515	1907
0	580	0
656	744	581
4108	4206	670
5534	5709	769
6669	6815	945
6924	8792	1092
0	580	0
656	744	581
4108	4206	670
5534	5709	769
6669	6849	945
6924	7016	1126
8560	8641	1219
9543	9622	1301
10035	11220	1381
0	580	0
656	744	581
4108	4206	670
5534	5709	769
6669	6815	945
6924	9622	1092
10035	10397	3791
12269	12418	4154
12906	12940	4304
18208	18416	4339
23233	23360	4548
0	580	0
656	744	581
4108	4206	670
5534	5709	769
6669	6815	945
6924	7016	1092
8560	8641	1185
9543	9622	1267
10035	10151	1347
10333	10397	1464
12269	12418	1529
12906	12940	1679
18208	18416	1714
23608	23669	1923
0	580	0
656	744	581
4108	4206	670
5534	5709	769
6669	6815	945
6924	7016	1092
8560	8641	1185
9543	9622	1267
10035	10151	1347
10333	10397	1464
12269	12418	1529
12906	12940	1679
18208	18416	1714
23233	23771	1923
0	2458	0
3786	3961	2459
4921	7024	2635
0	242	0
1786	1983	243
0	42	0
944	1023	43
1436	1552	123
3670	3819	240
4307	4341	390
14634	14761	425
0	158	0
571	687	159
869	1064	276
0	32	0
445	561	33
743	807	150
2679	2828	215
3316	3350	365
8618	8744	400
12390	12456	527
0	53	0
2171	2320	54
2808	2842	204
13135	13386	239
0	475	0
963	997	476
6265	6385	511
0	46	0
1668	1848	47
0	7578	0
0	144	0
17243	17386	145
17577	17681	289
18903	18951	394
19066	24114	443
0	133	0
17232	17375	134
20195	20399	278
21292	21492	483
43828	43981	684
60257	60717	838
0	75	0
15253	15436	76
17174	17317	260
20137	20300	404
0	85	0
541	630	86
0	183	0
1921	2064	184
4884	5088	328
5981	6181	533
8538	8665	734
0	457	0
0	255	0
4593	4651	256
7559	7668	315
16079	16232	425
16324	16512	579
0	153	0
0	2414	0
0	873	0
0	494	0
0	119	0
433	519	120
635	792	207
902	968	365
1270	1376	432
1480	1649	539
2228	2387	709
2965	3000	869
0	2839	0
4776	5012	2840
5525	5677	3077
12158	12361	3230
20704	20880	3434
26920	26996	3611
28566	28785	3688
31818	31943	3908
85846	86172	4034
0	2839	0
4776	5012	2840
5525	5677	3077
12158	12361	3230
20704	20880	3434
26920	26996	3611
28566	28776	3688
28903	28907	3899
31814	31943	3904
53086	53208	4034
85846	86172	4157
0	2835	0
4772	5008	2836
5521	5673	3073
12154	12357	3226
20700	20876	3430
24280	24669	3607
26916	26992	3997
28562	28772	4074
31814	31939	4285
53082	53204	4411
85842	86121	4534
0	2835	0
4772	5008	2836
5521	5673	3073
12154	12357	3226
20700	20876	3430
26916	26992	3607
28562	28781	3684
31814	31939	3904
53082	53204	4030
85842	86168	4153
0	1284	0
3221	4122	1285
10603	10806	2187
19149	19216	2391
0	111	0
0	2213	0
0	264	0
8607	8783	265
14823	14898	442
0	222	0
532	711	223
0	168	0
6208	6284	169
7854	8064	246
8762	8910	457
0	802	0
0	423	0
2817	2974	424
0	983	0
1360	1532	984
3784	4140	1157
0	767	0
0	4196	0
4781	4896	4197
7044	7153	4313
7936	8038	4423
8880	9013	4526
9333	9450	4660
9576	9745	4778
12259	12354	4948
12447	12615	5044
14227	14405	5213
0	1815	0
0	538	0
1123	1238	539
3386	3495	655
4366	4542	765
5222	5355	942
5675	5792	1076
5918	6087	1194
8601	8696	1364
8789	8957	1460
10569	10747	1629
0	507	0
1092	1207	508
3355	3464	624
4247	4349	734
5191	5324	837
5644	5761	971
5887	6056	1089
8570	8665	1259
8758	8926	1355
10089	10665	1524
0	44	0
1274	1809	45
0	519	0
1087	1340	520
1449	1707	774
0	1444	0
0	669	0
846	919	670
1003	1118	744
1271	1375	860
1545	1629	965
2152	2290	1050
2367	2466	1189
2558	2665	1289
3005	3255	1397
0	651	0
828	901	652
985	1100	726
1253	1357	842
1527	1611	947
2134	2272	1032
2349	2448	1171
2540	2647	1271
2794	2928	1379
0	634	0
811	884	635
968	1083	709
1236	1340	825
1510	1594	930
2117	2431	1015
2523	2630	1330
2970	3129	1438
0	26	0
179	283	27
453	537	132
1060	1198	217
1275	1374	356
1466	1813	456
0	250	0
590	645	251
0	496	0
726	765	497
1258	1333	537
3917	4138	613
8508	8618	835
11831	11962	946
16793	16942	1078
17016	17183	1228
20261	20368	1396
21856	22020	1504
28681	28838	1669
29449	29641	1827
